@relation train

@attribute u0 numeric
@attribute u1 numeric
@attribute u2 numeric
@attribute u3 numeric
@attribute u4 numeric
@attribute u6 numeric
@attribute u7 numeric
@attribute u8 numeric
@attribute u12 numeric
@attribute u14 numeric
@attribute u15 numeric
@attribute u16 numeric
@attribute u24 numeric
@attribute u28 numeric
@attribute u30 numeric
@attribute u31 numeric
@attribute u32 numeric
@attribute u48 numeric
@attribute u56 numeric
@attribute u60 numeric
@attribute u62 numeric
@attribute u63 numeric
@attribute u64 numeric
@attribute u96 numeric
@attribute u112 numeric
@attribute u120 numeric
@attribute u124 numeric
@attribute u126 numeric
@attribute u127 numeric
@attribute u128 numeric
@attribute u129 numeric
@attribute u131 numeric
@attribute u135 numeric
@attribute u143 numeric
@attribute u159 numeric
@attribute u191 numeric
@attribute u192 numeric
@attribute u193 numeric
@attribute u195 numeric
@attribute u199 numeric
@attribute u207 numeric
@attribute u223 numeric
@attribute u224 numeric
@attribute u225 numeric
@attribute u227 numeric
@attribute u231 numeric
@attribute u239 numeric
@attribute u240 numeric
@attribute u241 numeric
@attribute u243 numeric
@attribute u247 numeric
@attribute u248 numeric
@attribute u249 numeric
@attribute u251 numeric
@attribute u252 numeric
@attribute u253 numeric
@attribute u254 numeric
@attribute u255 numeric
@attribute unull numeric
@attribute emotion {ANGRY,DISTINGUISH,FEAR,HAPPY,NEUTRAL,SAD,SUPRISED}

@data
14,46,83,109,139,59,36,16,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,3,3,4,2,3,5,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,SAD
1,1,6,10,12,10,16,9,1,1,3,0,1,0,1,2,0,0,2,1,1,1,0,3,5,6,15,9,14,13,12,14,9,10,4,5,5,5,2,9,8,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,788,SAD
0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,5,2,2,2,4,4,5,6,8,9,14,9,10,9,8,11,6,6,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,885,SAD
0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2,0,1,0,1,0,2,14,20,13,19,21,17,6,8,14,12,7,13,11,6,12,2,4,3,0,0,1,1,0,804,SAD
0,0,0,0,0,2,3,4,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,2,10,7,7,12,9,16,14,10,7,12,13,25,24,12,23,19,16,11,3,6,5,4,7,729,SAD
46,68,125,144,119,61,49,26,10,4,7,3,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,4,4,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,53,45,49,59,51,56,29,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,SAD
27,81,126,160,147,46,23,13,2,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,1,1,2,3,2,4,3,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,SAD
6,25,39,43,52,14,8,1,1,2,1,0,0,1,1,1,2,1,2,2,0,0,1,5,8,7,7,4,8,5,5,9,14,9,5,5,5,4,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,SAD
0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,1,2,0,1,3,1,4,6,4,5,7,7,2,6,3,6,5,18,9,16,15,19,19,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,SAD
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,3,1,2,0,1,3,2,1,2,10,8,9,13,7,14,19,16,17,28,28,8,6,5,3,0,0,0,0,0,0,0,0,810,SAD
4,8,13,22,23,11,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,3,13,10,14,16,18,10,13,10,17,21,21,15,7,6,2,2,1,3,0,1,727,SAD
67,146,240,159,170,44,18,5,0,1,0,0,0,1,0,1,0,0,0,1,1,1,2,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,SAD
6,2,1,5,6,11,9,1,2,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,67,42,56,39,43,37,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,SAD
35,148,254,164,85,25,16,8,3,0,0,1,0,0,0,1,0,0,1,1,2,0,0,1,1,3,2,4,5,11,8,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,SAD
24,128,165,167,105,42,18,6,2,1,3,1,0,0,0,1,0,0,3,0,3,4,1,3,4,2,1,3,5,3,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,SAD
0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,4,2,4,4,2,10,5,12,11,8,13,12,11,12,11,7,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,3,2,1,3,2,3,3,1,4,2,3,4,4,4,3,21,24,27,31,18,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,SAD
22,56,89,82,55,21,8,6,3,1,0,0,0,0,3,2,1,1,1,0,0,1,0,0,4,5,0,2,3,3,7,5,7,3,4,6,9,7,14,7,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,SAD
78,222,276,186,99,39,25,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,SAD
6,5,10,13,12,14,23,16,6,2,3,2,0,1,0,1,1,0,1,1,0,2,0,0,0,1,0,4,4,4,3,2,6,19,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,13,7,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,SAD
28,71,121,77,62,21,17,10,2,3,3,1,2,6,1,5,2,2,2,3,1,1,4,13,7,8,7,1,5,7,3,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,SAD
9,44,69,57,48,15,16,8,9,7,2,7,3,3,4,6,2,4,5,1,3,0,2,2,2,4,7,2,9,7,9,5,4,4,1,3,4,4,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,SAD
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,4,2,2,2,1,11,5,8,5,9,11,6,8,4,9,7,6,3,4,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,SAD
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,3,2,2,1,2,3,4,2,3,2,6,4,2,11,8,5,6,14,11,12,3,2,0,1,1,2,2,3,1,7,0,0,0,0,0,0,0,0,0,892,SAD
1,0,1,0,1,2,5,12,1,2,0,1,1,1,1,1,0,1,1,2,1,1,0,1,1,0,0,1,1,1,4,1,2,3,12,3,9,8,4,5,6,4,6,2,2,4,4,2,2,1,2,0,0,0,0,0,0,0,897,SAD
12,34,71,92,92,57,36,35,5,3,2,6,1,2,2,2,2,0,0,3,2,2,4,4,3,8,4,3,2,6,4,5,2,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,SAD
0,0,1,2,1,5,9,2,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,2,7,3,7,10,16,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,67,58,51,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,SAD
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,25,33,45,44,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,SAD
8,32,34,29,24,7,11,4,0,3,0,0,2,0,0,1,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,2,0,15,25,22,21,34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,SAD
7,30,51,48,62,22,11,9,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,18,17,15,20,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,SAD
0,1,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,6,7,14,47,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,922,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,21,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,26,37,46,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,8,7,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,SAD
1,6,4,7,8,5,9,3,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,2,5,1,2,3,1,0,5,12,17,14,21,16,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,SAD
36,110,182,133,125,31,11,10,2,3,2,1,3,2,3,3,1,2,1,0,0,0,1,2,0,1,0,4,2,0,1,3,0,2,2,1,4,4,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,SAD
40,140,174,98,72,14,15,12,7,3,5,2,2,3,3,3,1,2,3,2,2,0,0,3,3,2,2,3,1,1,2,2,3,3,3,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,SAD
50,112,185,106,90,18,10,11,3,4,4,3,1,5,1,0,3,1,2,0,0,1,3,3,1,1,3,3,1,2,0,3,3,2,3,3,5,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,SAD
24,84,118,140,112,38,31,27,6,4,5,2,1,3,1,2,1,2,4,0,2,1,1,1,3,0,1,1,2,3,1,1,2,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,SAD
0,1,5,5,10,6,4,3,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,1,2,7,2,2,4,1,4,0,7,14,15,14,14,6,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,31,37,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,17,12,11,35,45,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,SAD
7,29,53,78,104,40,18,4,1,1,2,0,0,0,0,0,0,1,1,2,0,1,0,0,1,1,2,4,0,1,1,2,4,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,SAD
3,12,22,47,64,28,19,19,3,5,3,6,2,2,4,3,4,5,2,2,1,1,2,3,5,3,6,5,5,5,3,7,5,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,20,13,22,18,14,25,12,13,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,862,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,5,3,13,30,50,42,56,26,1,5,1,2,0,1,2,0,0,0,0,0,777,SAD
7,21,33,40,33,30,13,12,13,18,13,7,4,7,4,0,4,3,1,0,1,0,1,2,3,1,3,1,3,4,2,2,4,1,9,6,11,1,5,2,1,10,7,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,664,SAD
0,9,30,34,68,58,43,42,7,6,7,2,1,2,3,1,0,1,0,0,0,0,0,2,0,0,0,0,3,3,1,1,0,1,5,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,28,35,43,40,45,67,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,SAD
20,54,87,107,128,40,19,19,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,3,1,2,2,5,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,SAD
1,6,6,10,8,14,6,4,9,4,0,3,3,3,4,1,3,1,2,4,1,7,4,3,12,15,10,7,18,8,13,7,4,6,5,3,5,7,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,SAD
0,1,0,1,2,4,3,2,0,1,2,3,2,2,1,1,3,1,0,2,1,5,0,1,2,1,0,1,1,2,2,2,0,1,1,19,22,33,23,28,24,10,8,7,5,6,0,1,0,0,0,0,0,0,0,0,0,0,787,SAD
1,0,0,0,0,2,0,4,2,1,0,0,0,0,0,0,0,4,0,0,2,0,0,3,1,0,1,1,0,1,0,1,2,4,3,5,4,4,11,5,16,27,16,28,20,20,2,1,2,0,0,0,1,0,0,0,0,0,829,SAD
0,0,0,0,2,4,5,6,5,2,3,4,2,1,2,0,1,1,0,5,1,2,0,3,2,4,3,3,1,3,7,5,3,4,5,2,2,5,7,10,8,8,10,14,13,6,1,0,0,0,0,0,0,0,0,0,0,0,849,SAD
13,40,76,119,142,72,41,26,2,5,4,2,1,0,0,0,0,1,0,1,0,1,0,0,2,1,0,2,1,0,0,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,18,23,27,43,35,42,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,SAD
12,37,71,108,143,78,64,40,1,1,1,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,2,1,1,0,4,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,SAD
0,0,0,0,0,2,5,3,0,0,1,1,1,1,0,0,0,3,0,1,1,3,1,1,4,5,9,8,7,14,8,15,16,8,7,4,8,10,5,9,12,5,9,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,831,SAD
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,1,2,2,3,6,3,12,6,13,15,8,14,11,9,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,896,SAD
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,7,3,16,13,19,19,16,16,19,18,14,20,24,15,10,4,5,1,3,1,0,1,0,775,SAD
0,0,0,0,0,0,0,0,1,3,2,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,1,1,1,0,5,4,4,3,6,11,14,15,11,11,11,18,20,22,20,22,17,13,9,12,2,3,2,750,SAD
27,43,96,139,153,76,55,32,10,9,4,5,1,2,1,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,1,0,2,0,1,1,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,SAD
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,33,42,40,48,64,48,55,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,SAD
30,51,126,134,172,74,43,23,2,0,1,1,0,1,0,0,0,1,1,0,0,1,0,2,0,0,3,1,0,0,0,1,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,SAD
4,6,10,15,34,14,10,7,3,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,4,6,6,11,6,7,8,6,9,7,10,14,2,6,4,9,5,6,2,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,776,SAD
0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,6,0,3,4,3,2,0,5,6,6,2,4,9,8,7,8,10,11,18,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,899,SAD
0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,4,1,3,1,3,1,1,1,0,0,5,6,7,6,10,12,10,23,26,26,21,20,12,18,11,6,2,1,0,1,0,0,0,0,777,SAD
5,7,17,12,13,3,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,2,2,3,8,5,24,14,16,16,20,20,17,7,11,17,17,11,9,5,0,6,2,4,718,SAD
45,107,180,169,166,63,26,12,1,1,0,0,1,0,1,2,1,1,1,2,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,SAD
6,1,4,6,9,14,20,13,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,32,42,38,37,49,42,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,SAD
43,159,234,191,117,33,13,13,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,SAD
23,83,110,121,140,48,18,8,0,2,1,3,0,0,0,3,0,0,3,2,4,0,0,2,1,5,3,1,2,6,3,2,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,SAD
0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,2,2,0,2,3,1,3,6,5,7,2,10,11,5,9,17,10,20,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,2,2,3,1,3,6,2,3,5,2,5,22,20,20,19,21,14,1,7,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,852,SAD
32,74,97,74,44,13,13,9,5,2,1,1,0,0,1,2,1,3,0,0,1,1,0,1,1,2,1,2,3,0,4,3,6,2,6,3,4,5,8,13,9,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,567,SAD
75,217,280,193,104,28,15,7,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,SAD
1,4,4,15,18,29,20,12,2,7,5,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,1,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,21,18,18,17,15,8,7,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,SAD
27,122,172,116,87,36,21,13,7,6,4,3,4,1,2,1,1,2,2,2,1,1,1,2,3,2,3,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,SAD
14,44,82,81,65,22,17,15,7,11,7,8,6,4,1,3,4,1,2,1,5,2,2,3,1,1,1,5,6,2,2,6,4,1,3,4,2,5,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,SAD
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6,4,3,0,1,4,9,5,5,9,5,9,6,4,6,5,9,9,6,4,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,5,2,1,3,3,6,7,2,5,5,0,1,4,7,1,8,14,14,13,10,12,4,1,0,1,0,2,2,4,3,5,0,2,2,1,0,0,0,0,868,SAD
0,0,0,3,3,3,3,5,2,2,1,0,1,1,1,2,2,2,2,2,2,2,2,1,4,1,1,1,0,2,0,1,4,3,8,3,5,10,15,4,6,3,2,0,2,2,2,3,5,1,2,1,2,0,0,0,0,0,889,SAD
21,69,103,95,102,67,40,25,6,4,6,3,2,3,0,2,2,0,3,1,1,2,3,2,6,3,3,4,1,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,SAD
1,2,5,6,4,22,12,15,2,2,4,2,0,0,1,2,0,3,0,2,1,1,1,1,1,4,4,3,10,6,7,6,13,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,27,23,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,39,43,54,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,7,12,23,61,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,SAD
6,24,24,26,7,5,7,5,1,2,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,7,7,8,9,10,32,9,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,809,SAD
8,32,51,44,40,22,11,9,1,2,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,3,10,8,17,22,5,12,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,711,SAD
0,0,0,1,1,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,0,0,3,14,55,29,21,13,2,0,0,0,0,0,0,0,0,0,0,0,0,872,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,33,11,18,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,942,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,5,24,54,14,9,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,894,SAD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,16,11,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,SAD
0,2,5,0,4,4,4,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,2,1,1,10,25,17,23,17,25,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,SAD
34,101,150,152,114,28,10,8,2,3,3,5,2,2,2,2,1,0,0,1,2,1,1,2,0,1,1,0,2,1,3,1,1,1,1,6,5,9,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,SAD
47,130,179,128,80,15,8,18,8,10,2,6,6,3,4,3,3,3,0,2,0,3,2,1,2,3,4,1,4,2,3,2,1,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,SAD
60,130,184,112,75,30,17,11,2,2,2,1,1,3,2,0,1,4,0,0,1,1,0,1,0,3,1,2,3,1,1,1,1,2,0,2,5,7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,SAD
